#SampleID	Metaphlan2_Analysis
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Ophiocordycipitaceae|g__Ophiocordyceps|s__Ophiocordyceps xuefengensis	0.0301
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Ophiostomatales|f__Ophiostomataceae|g__Ophiostoma|s__Ophiostoma novo-ulmi	0.08384
k__Fungi|p__Ascomycota|c__Orbiliomycetes|o__Orbiliales|f__Orbiliaceae|g__Orbilia|s__Orbilia cladodes	0.0043
k__Fungi|p__Ascomycota|c__Orbiliomycetes|o__Orbiliales|f__Orbiliaceae|g__Orbilia|s__Orbilia oligospora	0.38909
k__Fungi|p__Chytridiomycota|c__Neocallimastigomycetes|o__Neocallimastigales|f__Neocallimastigaceae|g__Orpinomyces|s__Orpinomyces joyonii	0.03224
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Mycenaceae|g__Panellus|s__Panellus stipticus	0.0129
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Rhynchogastremataceae|g__Papiliotrema|s__Papiliotrema flavescens	0.0043
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Rhynchogastremataceae|g__Papiliotrema|s__Papiliotrema laurentii	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Onygenales|f__<not present>|g__Paracoccidioides|s__Paracoccidioides brasiliensis	0.05589
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Onygenales|f__<not present>|g__Paracoccidioides|s__Paracoccidioides lutzii	0.0043
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Didymosphaeriaceae|g__Paraphaeosphaeria|s__Paraphaeosphaeria minitans	0.03869
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Phaeosphaeriaceae|g__Paraphoma|s__Paraphoma chrysanthemicola	0.00645
k__Fungi|p__Blastocladiomycota|c__Physodermatomycetes|o__Physodermatales|f__Physodermataceae|g__Paraphysoderma|s__Paraphysoderma sedebokerense	0.04944
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Microascales|f__Microascaceae|g__Parascedosporium|s__Parascedosporium putredinis	0.0258
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Phaeosphaeriaceae|g__Parastagonospora|s__Parastagonospora nodorum	0.0172
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Boletales|f__Paxillaceae|g__Paxillus|s__Paxillus involutus	0.06449
k__Fungi|p__Chytridiomycota|c__Neocallimastigomycetes|o__Neocallimastigales|f__Neocallimastigaceae|g__Pecoramyces|s__Pecoramyces ruminantium	0.0172
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__<not present>|f__<not present>|g__Peltaster|s__Peltaster fructicola	0.01075
k__Fungi|p__Ascomycota|c__Lecanoromycetes|o__Peltigerales|f__Peltigeraceae|g__Peltigera|s__Peltigera sp.	0.0086
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Penicillium|s__Penicillium bilaiae	0.0258
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Penicillium|s__Penicillium brasilianum	0.0129
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Penicillium|s__Penicillium brevicompactum	0.03869
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Penicillium|s__Penicillium capsulatum	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Penicillium|s__Penicillium chrysogenum	0.20637
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Penicillium|s__Penicillium citrinum	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Penicillium|s__Penicillium coprophilum	0.0129
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Penicillium|s__Penicillium crustosum	0.02365
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Penicillium|s__Penicillium decumbens	0.03439
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Penicillium|s__Penicillium digitatum	0.09029
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Penicillium|s__Penicillium expansum	0.26226
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Penicillium|s__Penicillium flavigenum	0.0129
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Penicillium|s__Penicillium italicum	0.06879
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Penicillium|s__Penicillium janthinellum	0.05159
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Penicillium|s__Penicillium lanosocoeruleum	0.02795
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Penicillium|s__Penicillium nalgiovense	0.0129
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Penicillium|s__Penicillium olsonii	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Penicillium|s__Penicillium oxalicum	0.66424
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Penicillium|s__Penicillium polonicum	0.0301
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Penicillium|s__Penicillium roqueforti	0.18272
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Penicillium|s__Penicillium rubens	0.01075
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Penicillium|s__Penicillium solitum	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Penicillium|s__Penicillium sp. 162_3FA	0.0172
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Penicillium|s__Penicillium sp. DC-F11	0.0172
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Penicillium|s__Penicillium steckii	0.0129
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Penicillium|s__Penicillium subrubescens	0.09673
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Penicillium|s__Penicillium verrucosum	0.03869
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Xylariales|f__Sporocadaceae|g__Pestalotiopsis|s__Pestalotiopsis fici	0.00645
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Xylariales|f__Sporocadaceae|g__Pestalotiopsis|s__Pestalotiopsis sp. 9143b	0.0129
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Xylariales|f__Sporocadaceae|g__Pestalotiopsis|s__Pestalotiopsis trachycarpicola	0.0215
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Togniniales|f__Togniniaceae|g__Phaeoacremonium|s__Phaeoacremonium minimum	0.07954
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Phaeomoniellales|f__Phaeomoniellaceae|g__Phaeomoniella|s__Phaeomoniella chlamydospora	0.0086
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Phaeosphaeriaceae|g__Phaeosphaeria|s__Phaeosphaeria sp. MPI-PUGE-AT-0046c	0.00645
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Cystofilobasidiales|f__Mrakiaceae|g__Phaffia|s__Phaffia rhodozyma	0.18272
k__Fungi|p__Basidiomycota|c__Pucciniomycetes|o__Pucciniales|f__Phakopsoraceae|g__Phakopsora|s__Phakopsora pachyrhizi	0.48797
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Phanerochaetaceae|g__Phanerochaete|s__Phanerochaete carnosa	0.04514
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Phanerochaetaceae|g__Phanerochaete|s__Phanerochaete sordida	0.0301
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Phanerochaetaceae|g__Phanerodontia|s__Phanerodontia chrysosporium	0.38049
k__Fungi|p__Basidiomycota|c__Microbotryomycetes|o__Kriegeriales|f__Kriegeriaceae|g__Phenoliferia|s__Phenoliferia glacialis	0.0043
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales|f__Mollisiaceae|g__Phialocephala|s__Phialocephala bamuru	0.0129
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales|f__Mollisiaceae|g__Phialocephala|s__Phialocephala subalpina	0.06449
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Herpotrichiellaceae|g__Phialophora|s__Phialophora americana	0.00645
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Meruliaceae|g__Phlebia|s__Phlebia radiata	0.0301
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Meruliaceae|g__Phlebia|s__Phlebia sp. MG60	0.03654
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Phanerochaetaceae|g__Phlebiopsis|s__Phlebiopsis gigantea	0.09888
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Boletales|f__Boletinellaceae|g__Phlebopus|s__Phlebopus portentosus	0.03869
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Cortinariaceae|g__Phlegmacium|s__Phlegmacium glaucopus	0.0129
k__Fungi|p__Mucoromycota|c__Mucoromycetes|o__Mucorales|f__Phycomycetaceae|g__Phycomyces|s__Phycomyces blakesleeanus	0.08169
k__Fungi|p__Mucoromycota|c__Mucoromycetes|o__Mucorales|f__Phycomycetaceae|g__Phycomyces|s__Phycomyces nitens	0.00645
k__Fungi|p__Ascomycota|c__Pezizomycetes|o__Pezizales|f__Rhizinaceae|g__Phymatotrichopsis|s__Phymatotrichopsis omnivora	0.03224
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Pichiaceae|g__Pichia|s__Pichia kluyveri	0.03439
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Pichiaceae|g__Pichia|s__Pichia kudriavzevii	0.26011
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Pichiaceae|g__Pichia|s__Pichia membranifaciens	0.0129
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Polyporaceae|g__Pilatotrama|s__Pilatotrama ljubarskyi	0.04514
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Atheliales|f__Atheliaceae|g__Piloderma|s__Piloderma croceum	0.05804
k__Fungi|p__Zoopagomycota|c__Zoopagomycetes|o__Zoopagales|f__Piptocephalidaceae|g__Piptocephalis|s__Piptocephalis cylindrospora	0.0086
k__Fungi|p__Chytridiomycota|c__Neocallimastigomycetes|o__Neocallimastigales|f__Neocallimastigaceae|g__Piromyces|s__Piromyces finnis	0.08384
k__Fungi|p__Chytridiomycota|c__Neocallimastigomycetes|o__Neocallimastigales|f__Neocallimastigaceae|g__Piromyces|s__Piromyces rhizinflatus	0.03224
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Boletales|f__Pisolithaceae|g__Pisolithus|s__Pisolithus microcarpus	0.12253
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Boletales|f__Pisolithaceae|g__Pisolithus|s__Pisolithus tinctorius	0.01505
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Glomerellales|f__Plectosphaerellaceae|g__Plectosphaerella|s__Plectosphaerella cucumerina	0.00645
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Phyllotopsidaceae|g__Pleurocybella|s__Pleurocybella porrigens	0.0043
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Pleurotaceae|g__Pleurotus|s__Pleurotus cornucopiae	0.06019
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Pleurotaceae|g__Pleurotus|s__Pleurotus djamor	0.0129
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Pleurotaceae|g__Pleurotus|s__Pleurotus eryngii	0.16767
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Pleurotaceae|g__Pleurotus|s__Pleurotus ostreatus	0.72444
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Pleurotaceae|g__Pleurotus|s__Pleurotus pulmonarius	0.01935
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Pleurotaceae|g__Pleurotus|s__Pleurotus salmoneostramineus	0.00645
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Pleurotaceae|g__Pleurotus|s__Pleurotus tuber-regium	0.0129
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Pleurotaceae|g__Pleurotus|s__Pleurotus tuoliensis	0.08599
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Amylocorticiales|f__Amylocorticiaceae|g__Plicaturopsis|s__Plicaturopsis crispa	0.07309
k__Fungi|p__Ascomycota|c__Pneumocystidomycetes|o__Pneumocystidales|f__Pneumocystidaceae|g__Pneumocystis|s__Pneumocystis carinii	0.00645
k__Fungi|p__Ascomycota|c__Pneumocystidomycetes|o__Pneumocystidales|f__Pneumocystidaceae|g__Pneumocystis|s__Pneumocystis jirovecii	0.04084
k__Fungi|p__Ascomycota|c__Pneumocystidomycetes|o__Pneumocystidales|f__Pneumocystidaceae|g__Pneumocystis|s__Pneumocystis murina	0.09029
k__Fungi|p__Ascomycota|c__Pneumocystidomycetes|o__Pneumocystidales|f__Pneumocystidaceae|g__Pneumocystis|s__Pneumocystis sp. 'macacae'	0.0043
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Clavicipitaceae|g__Pochonia|s__Pochonia chlamydosporia	0.04514
k__Fungi|p__Mucoromycota|c__Mortierellomycetes|o__Mortierellales|f__Mortierellaceae|g__Podila|s__Podila verticillata	0.0043
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Erysiphales|f__Erysiphaceae|g__Podosphaera|s__Podosphaera macularis	1.22746
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Erysiphales|f__Erysiphaceae|g__Podosphaera|s__Podosphaera xanthii	0.0086
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Podosporaceae|g__Podospora|s__Podospora anserina	0.07954
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Podosporaceae|g__Podospora|s__Podospora comata	0.00645
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Podosporaceae|g__Podospora|s__Podospora sp.	0.0043
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Polyporaceae|g__Polyporus|s__Polyporus brumalis	0.02365
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Polyporaceae|g__Polyporus|s__Polyporus umbellatus	0.01935
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Postiaceae|g__Postia|s__Postia placenta	0.9308
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Mycosphaerellales|f__Mycosphaerellaceae|g__Pseudocercospora|s__Pseudocercospora eumusae	0.0086
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Mycosphaerellales|f__Mycosphaerellaceae|g__Pseudocercospora|s__Pseudocercospora fijiensis	0.0129
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Mycosphaerellales|f__Mycosphaerellaceae|g__Pseudocercospora|s__Pseudocercospora musae	0.0086
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__<not present>|f__Pseudeurotiaceae|g__Pseudogymnoascus|s__Pseudogymnoascus destructans	0.07094
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__<not present>|f__Pseudeurotiaceae|g__Pseudogymnoascus|s__Pseudogymnoascus sp. 03VT05	0.0043
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__<not present>|f__Pseudeurotiaceae|g__Pseudogymnoascus|s__Pseudogymnoascus sp. 05NY08	0.0043
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__<not present>|f__Pseudeurotiaceae|g__Pseudogymnoascus|s__Pseudogymnoascus sp. 23342-1-I1	0.0043
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__<not present>|f__Pseudeurotiaceae|g__Pseudogymnoascus|s__Pseudogymnoascus sp. 24MN13	0.0043
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__<not present>|f__Pseudeurotiaceae|g__Pseudogymnoascus|s__Pseudogymnoascus sp. WSF 3629	0.0043
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__<not present>|f__Pseudeurotiaceae|g__Pseudogymnoascus|s__Pseudogymnoascus verrucosus	0.0043
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Magnaporthales|f__Ophioceraceae|g__Pseudohalonectria|s__Pseudohalonectria lignicola	0.00645
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Xylariales|f__Sporocadaceae|g__Pseudopestalotiopsis|s__Pseudopestalotiopsis camelliae-sinensis	0.03869
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pseudopyrenochaetaceae|g__Pseudopyrenochaeta|s__Pseudopyrenochaeta lycopersici	0.0043
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Strophariaceae|g__Psilocybe|s__Psilocybe cf. subviscida	0.0129
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Strophariaceae|g__Psilocybe|s__Psilocybe cubensis	0.0043
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Pterulaceae|g__Pterula|s__Pterula gracilis	0.09673
k__Fungi|p__Basidiomycota|c__Pucciniomycetes|o__Pucciniales|f__Pucciniaceae|g__Puccinia|s__Puccinia coronata	0.06234
k__Fungi|p__Basidiomycota|c__Pucciniomycetes|o__Pucciniales|f__Pucciniaceae|g__Puccinia|s__Puccinia emaculata	0.0129
k__Fungi|p__Basidiomycota|c__Pucciniomycetes|o__Pucciniales|f__Pucciniaceae|g__Puccinia|s__Puccinia graminis	0.27086
k__Fungi|p__Basidiomycota|c__Pucciniomycetes|o__Pucciniales|f__Pucciniaceae|g__Puccinia|s__Puccinia helianthi	0.01935
k__Fungi|p__Basidiomycota|c__Pucciniomycetes|o__Pucciniales|f__Pucciniaceae|g__Puccinia|s__Puccinia kuehnii	0.0172
k__Fungi|p__Basidiomycota|c__Pucciniomycetes|o__Pucciniales|f__Pucciniaceae|g__Puccinia|s__Puccinia polysora	0.04084
k__Fungi|p__Basidiomycota|c__Pucciniomycetes|o__Pucciniales|f__Pucciniaceae|g__Puccinia|s__Puccinia striiformis	2.50865
k__Fungi|p__Basidiomycota|c__Pucciniomycetes|o__Pucciniales|f__Pucciniaceae|g__Puccinia|s__Puccinia triticina	0.16982
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Ophiocordycipitaceae|g__Purpureocillium|s__Purpureocillium lavendulum	0.00645
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Ophiocordycipitaceae|g__Purpureocillium|s__Purpureocillium lilacinum	0.04944
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Cucurbitariaceae|g__Pyrenochaeta|s__Pyrenochaeta sp. DS3sAY3a	0.0043
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporaceae|g__Pyrenophora|s__Pyrenophora teres	0.16982
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporaceae|g__Pyrenophora|s__Pyrenophora tritici-repentis	0.0043
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Magnaporthales|f__Pyriculariaceae|g__Pyricularia|s__Pyricularia grisea	0.0301
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Magnaporthales|f__Pyriculariaceae|g__Pyricularia|s__Pyricularia oryzae	1.67029
k__Fungi|p__Ascomycota|c__Pezizomycetes|o__Pezizales|f__Pyronemataceae|g__Pyronema|s__Pyronema domesticum	0.02795
k__Fungi|p__Ascomycota|c__Pezizomycetes|o__Pezizales|f__Pyronemataceae|g__Pyronema|s__Pyronema omphalodes	0.04729
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Hymenochaetales|f__Hymenochaetaceae|g__Pyrrhoderma|s__Pyrrhoderma noxium	0.03869
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Ophiostomatales|f__Ophiostomataceae|g__Raffaelea|s__Raffaelea lauricola	0.01935
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Mycosphaerellales|f__Dissoconiaceae|g__Ramichloridium|s__Ramichloridium luteum	0.0129
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Mycosphaerellales|f__Mycosphaerellaceae|g__Ramularia|s__Ramularia collo-cygni	0.72658
k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Chytridiales|f__Chytriomycetaceae|g__Rhizoclosmatium|s__Rhizoclosmatium globosum	0.02795
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Cantharellales|f__Ceratobasidiaceae|g__Rhizoctonia|s__Rhizoctonia solani	0.54601
k__Fungi|p__Mucoromycota|c__Mucoromycetes|o__Mucorales|f__Lichtheimiaceae|g__Rhizomucor|s__Rhizomucor miehei	0.0043
k__Fungi|p__Mucoromycota|c__Glomeromycetes|o__Glomerales|f__Glomeraceae|g__Rhizophagus|s__Rhizophagus clarus	0.0258
k__Fungi|p__Mucoromycota|c__Glomeromycetes|o__Glomerales|f__Glomeraceae|g__Rhizophagus|s__Rhizophagus irregularis	0.78248
k__Fungi|p__Mucoromycota|c__Mucoromycetes|o__Mucorales|f__Rhizopodaceae|g__Rhizopus|s__Rhizopus arrhizus	0.07309
k__Fungi|p__Mucoromycota|c__Mucoromycetes|o__Mucorales|f__Rhizopodaceae|g__Rhizopus|s__Rhizopus delemar	0.28161
k__Fungi|p__Mucoromycota|c__Mucoromycetes|o__Mucorales|f__Rhizopodaceae|g__Rhizopus|s__Rhizopus microsporus	0.12253
k__Fungi|p__Mucoromycota|c__Mucoromycetes|o__Mucorales|f__Rhizopodaceae|g__Rhizopus|s__Rhizopus stolonifer	0.04514
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Fomitopsidaceae|g__Rhodofomes|s__Rhodofomes roseus	0.0043
k__Fungi|p__Basidiomycota|c__Microbotryomycetes|o__Sporidiobolales|f__Sporidiobolaceae|g__Rhodosporidiobolus|s__Rhodosporidiobolus colostri	0.0129
k__Fungi|p__Basidiomycota|c__Microbotryomycetes|o__Sporidiobolales|f__Sporidiobolaceae|g__Rhodotorula|s__Rhodotorula glutinis	0.05804
k__Fungi|p__Basidiomycota|c__Microbotryomycetes|o__Sporidiobolales|f__Sporidiobolaceae|g__Rhodotorula|s__Rhodotorula kratochvilovae	0.0129
k__Fungi|p__Basidiomycota|c__Microbotryomycetes|o__Sporidiobolales|f__Sporidiobolaceae|g__Rhodotorula|s__Rhodotorula mucilaginosa	0.02795
k__Fungi|p__Basidiomycota|c__Microbotryomycetes|o__Sporidiobolales|f__Sporidiobolaceae|g__Rhodotorula|s__Rhodotorula sp.	0.0172
k__Fungi|p__Basidiomycota|c__Microbotryomycetes|o__Sporidiobolales|f__Sporidiobolaceae|g__Rhodotorula|s__Rhodotorula sp. JG-1b	0.0258
k__Fungi|p__Basidiomycota|c__Microbotryomycetes|o__Sporidiobolales|f__Sporidiobolaceae|g__Rhodotorula|s__Rhodotorula taiwanensis	0.0258
k__Fungi|p__Basidiomycota|c__Microbotryomycetes|o__Sporidiobolales|f__Sporidiobolaceae|g__Rhodotorula|s__Rhodotorula toruloides	0.48582
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales|f__Ploettnerulaceae|g__Rhynchosporium|s__Rhynchosporium commune	0.0129
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Hymenochaetales|f__Rickenellaceae|g__Rickenella|s__Rickenella mellea	0.03224
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Meripilaceae|g__Rigidoporus|s__Rigidoporus microporus	0.0258
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Xylariales|f__Xylariaceae|g__Rosellinia|s__Rosellinia necatrix	0.04729
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces|s__Saccharomyces bayanus	0.03439
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces|s__Saccharomyces bayanus x Saccharomyces cerevisiae	0.12038
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces|s__Saccharomyces boulardii (nom. inval.)	0.00645
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces|s__Saccharomyces cerevisiae x Saccharomyces bayanus	0.0215
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces|s__Saccharomyces cerevisiae x Saccharomyces eubayanus	0.0129
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces|s__Saccharomyces cerevisiae x Saccharomyces mikatae	0.0043
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces|s__Saccharomyces cerevisiae x Saccharomyces paradoxus	1.35214
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces|s__Saccharomyces cerevisiae x Saccharomyces uvarum	0.22571
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces|s__Saccharomyces eubayanus	0.05804
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces|s__Saccharomyces kudriavzevii	0.06234
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces|s__Saccharomyces mikatae	0.02795
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces|s__Saccharomyces paradoxus	1.84871
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces|s__Saccharomyces pastorianus	0.23001
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces|s__Saccharomyces uvarum	0.08599
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycopsidaceae|g__Saccharomycopsis|s__Saccharomycopsis fibuligera	0.07524
